metaphone,word,translation
ORGNZZ,organización,organization
ORJN,origen,origin
ORJNL,original,original
ORJNR,originar,originate
ORKST,orquesta,orchestra
ORL,oral,oral
ORMN,hormona,hormone
ORNT,oriente,east
ORNTL,oriental,eastern
ORNTR,orientar,orient
ORNTZN,orientación,orientation
ORR,horario,schedule
ORR,orar,pray
ORRR,horror,horror
ORRVL,horrible,horrible
ORVT,órbita,orbit
ORZNT,horizonte,horizon
ORZNTL,horizontal,horizontal
OSPTL,hospital,hospital
OST,oeste,west
OSZLR,oscilar,oscillate
OTL,hotel,hotel
OVDZR,obedecer,obey
OVJT,objeto,object
OVJTV,objetivo,objective
OVLGR,obligar,oblige
OVLGZN,obligación,obligation
OVRR,obrero,worker
OVSP,obispo,bishop
OVSRVD,observador,observer
OVSRVR,observar,observe
OVSRVZ,observación,observation
OVSSN,obsesión,obsession
OVSTKL,obstáculo,obstacle
OVTNR,obtener,obtain
OXDNTL,occidental,western
OXJN,oxígeno,oxygen
OZN,océano,ocean
PDD,piedad,pity
PDR,padre,father
PJN,página,page
PKLR,peculiar,peculiar
PKT,pacto,pact
PKT,paquete,package
PL,polo,pole
PLD,pálido,pale
PLK,placa,plate
PLK,polaco,Polish
PLM,palma,palm
PLM,plomo,lead
PLMN,pulmón,lung
PLMR,palmera,palm-tree
PLN,plan,plan
PLN,plano,plan
PLNR,planear,plan
PLNT,planeta,planet
PLNT,planta,plant
PLNTR,plantar,plant
PLS,pulso,pulse
PLSTK,plástico,plastic
PLT,piloto,pilot
PLT,plata,silver
PLT,plato,plate
PLTK,política,politics
PLTK,político,politician
PLZ,palacio,palace
PLZ,plaza,square
PLZ,plazo,term
PLZ,policía,police
PLZR,placer,pleasure
PM,poema,poem
PN,piano,piano
PN,pino,pine
PNK,pánico,panic
PNNSL,península,peninsula
PNRM,panorama,panorama
PNSMNT,pensamiento,thought
PNT,punto,point
PNTR,pintar,paint
PNTR,pintor,painter
PNTR,pintura,painting
PNTRR,penetrar,penetrate
PPL,pupila,pupil
PPLR,popular,popular
PR,par,pair
PR,puro,pure
PRD,período,period
PRDK,periódico,newspaper
PRDKT,producto,product
PRDKTR,productor,producer
PRDKTV,productividad,productivity
PRDNT,prudente,prudent
PRDSM,periodismo,journalism
PRDST,periodista,journalist
PRDXN,producción,production
PRDZR,producir,produce
PRFKT,perfecto,perfect
PRFL,perfil,profile
PRFM,perfume,perfume
PRFNDD,profundidad,depth
PRFNDZ,profundizar,deepen
PRFRNZ,preferencia,preference
PRFRR,preferir,prefer
PRFSN,profesión,profession
PRFT,profeta,prophet
PRFXN,perfección,perfection
PRFXNR,perfeccionar,perfect
PRGRM,programa,program
PRGRMR,programar,program
PRGRMZ,programación,programming
PRGRS,progreso,progress
PRIVR,prohibir,forbid
PRIVZN,prohibición,prohibition
PRJZ,prejuicio,prejudice
PRK,parque,park
PRK,porqué,reason
PRKLMR,proclamar,proclaim
PRKTK,práctica,practice
PRKTK,práctico,practical
PRKTKR,practicar,practice
PRKZN,precaución,caution
PRL,perla,pearl
PRLL,paralelo,parallel
PRLMNT,parlamento,parliament
PRLNGR,prolongar,prolong
PRLZR,paralizar,paralyze
PRMD,pirámide,pyramid
PRMNNT,permanente,permanent
PRMS,permiso,permission
PRMS,promesa,promise
PRMTR,parámetro,parameter
PRMTR,permitir,permit
PRMTR,prometer,promise
PRMZN,promoción,promotion
PRN,peruano,Peruvian
PRNNZR,pronunciar,pronounce
PRNS,prensa,press
PRNZP,principio,principle
PRNZP,príncipe,prince
PRNZPL,principal,main
PRNZPL,principalmente,mainly
PRNZS,princesa,princess
PRPDD,propiedad,property
PRPGND,propaganda,propaganda
PRPNR,proponer,propose
PRPRD,preparado,prepared
PRPRR,preparar,prepare
PRPRZN,preparación,preparation
PRSN,persona,person
PRSN,presión,pressure
PRSN,prisión,prison
PRSNL,personal,personal
PRSNLD,personalidad,personality
PRSNR,presionar,press
PRSNR,prisionero,prisoner
PRSNT,presente,present
PRSNTR,presentar,present
PRSNTZ,presentación,presentation
PRSNZ,presencia,presence
PRSPKT,perspectiva,perspective
PRSSTR,persistir,persist
PRTDR,partidario,supporter
PRTGNS,protagonista,protagonist
PRTGS,portugués,Portuguese
PRTJR,proteger,protect
PRTKL,partícula,particle
PRTKLR,particular,particular
PRTKTR,protector,protector
PRTL,portal,portal
PRTN,proteína,protein
PRTST,protesta,protest
PRTXN,protección,protection
PRTZPR,participar,participate
PRTZPZ,participación,participation
PRVD,privado,private
PRVKR,provocar,provoke
PRVLJ,privilegio,privilege
PRVLM,problema,problem
PRVNR,prevenir,prevent
PRVNZ,provincia,province
PRVNZN,prevención,prevention
PRVR,privar,deprive
PRXM,próximo,next
PRXMDD,proximidad,proximity
PRYKT,proyecto,project
PRYKTR,proyectar,project
PRZ,precio,price
PRZDMN,procedimiento,procedure
PRZDNT,precedente,precedent
PRZDR,preceder,precede
PSTRR,posterior,later
PSTV,positivo,positive
PSV,pasivo,passive
PSVL,posible,possible
PSVLDD,posibilidad,possibility
PSZN,posición,position
PT,patio,courtyard
PT,poeta,poet
PTK,poético,poetic
PTNZ,potencia,power
PTR,patria,homeland
PTRN,patrón,pattern
PTZN,petición,request
PVLK,público,public
PVLKR,publicar,publish
PVLKZN,publicación,publication
PVLZDD,publicidad,advertising
PVLZN,población,population
PZFK,pacífico,peaceful
PZNT,paciente,patient
PZNZ,paciencia,patience
RD,radio,radio
RDXN,redacción,writing
RDXN,reducción,reduction
RFJ,refugio,refuge
RFLJ,reflejo,reflection
RFLJR,reflejar,reflect
RFLXN,reflexión,reflection
RFLXNR,reflexionar,reflect
RFRM,reforma,reform
RFRMR,reformar,reform
RFRNZ,referencia,reference
RFRR,referir,refer
RGLMNT,reglamento,regulation
RGLR,regular,regular
RGLZN,regulación,regulation
RGR,rigor,rigor
RJMN,régimen,regime
RJN,región,region
RJNL,regional,regional
RJSTR,registro,register
RJSTRR,registrar,register
RK,roca,rock
RKLMR,reclamar,claim
RKMNDR,recomendar,recommend
RKMNDZ,recomendación,recommendation
RKNSTR,reconstruir,rebuild
RKNZMN,reconocimiento,recognition
RKNZR,reconocer,recognize
RKPRR,recuperar,recover
RKPRZN,recuperación,recovery
RKRR,requerir,require
RKRRR,recurrir,resort
RKST,requisito,requirement
RKT,recto,straight
RL,real,real
RLDD,realidad,reality
RLJN,religión,religion
RLJS,religioso,religious
RLT,relato,story
RLTR,relatar,narrate
RLTV,relativo,relative
RLV,relieve,relief
RLZN,relación,relation
RLZNR,relacionar,relate
RMD,remedio,remedy
RMN,romano,Roman
RMNTK,romántico,romantic
RMNZ,romance,romance
RMR,rumor,rumor
RMTR,remitir,send
RN,ruina,ruin
RND,reinado,reign
RNN,reunión,meeting
RNNZR,renunciar,resign
RNR,reinar,reign
RNR,reunir,gather
RNVR,renovar,renew
RPRDXN,reproducción,reproduction
RPRDZR,reproducir,reproduce
RPRMR,reprimir,repress
RPRR,reparar,repair
RPRSN,represión,repression
RPRSNT,representación,representation
RPRSNT,representante,representative
RPRSNT,representar,represent
RPRZN,reparación,repair
RPTR,repetir,repeat
RPTR,ruptura,breakup
RPTZN,repetición,repetition
RPVLK,república,republic
RPVLKN,republicano,republican
RRL,rural,rural
RS,ruso,Russian
RSDNT,residente,resident
RSDNZ,residencia,residence
RSDR,residir,reside
RSLTD,resultado,result
RSLVR,resolver,resolve
RSLZN,resolución,resolution
RSMR,resumir,summarize
RSPKTV,respectivamente,respectively
RSPNSV,responsabilidad,responsibility
RSPNSV,responsable,responsible
RSPRR,respirar,breathe
RSPRZN,respiración,breathing
RSPT,respeto,respect
RSPTR,respetar,respect
RSRRXN,resurrección,resurrection
RSRV,reserva,reservation
RSRVD,reservado,reserved
RSRVR,reservar,reserve
RSSTNZ,resistencia,resistance
RSSTR,resistir,resist
RSTRNT,restaurante,restaurant
RSTRR,restaurar,restore
RSTRXN,restricción,restriction
RSTRZN,restauración,restoration
RSZTR,resucitar,revive
RT,ruta,route
RTL,ritual,ritual
RTM,ritmo,rhythm
RTN,rutina,routine
RTNR,retener,retain
RTRN,retorno,return
RTRNR,retornar,return
RTRR,retirar,remove
RTRS,retraso,delay
RTRT,retrato,portrait
RTRZDR,retroceder,retreat
RVL,rival,rival
RVLD,rebelde,rebel
RVLN,rebelión,rebellion
RVLR,revelar,reveal
RVLVR,revólver,revolver
RVLZN,revelación,revelation
RVLZN,revolución,revolution
RVLZNR,revolucionario,revolutionary
RVS,revés,reverse
RVSR,revisar,review
RVST,revista,magazine
RXN,reacción,reaction
RXNR,reaccionar,react
RXZ,rechazo,rejection
RXZR,rechazar,reject
RY,rayo,ray
RZN,razón,reason
RZNL,racional,rational
RZNT,reciente,recent
RZNT,recinto,enclosure
RZNTMN,recientemente,recently
RZNVL,razonable,reasonable
RZPZN,recepción,reception
RZT,receta,recipe
RZVR,recibir,receive
SD,sede,headquarters
SF,sofá,sofa
SFTUR,software,software
SFZNT,suficiente,sufficient
SGDR,seguidor,follower
SGMNT,segmento,segment
SGN,signo,sign
SGND,segundo,second
SGNT,siguiente,next
SGR,seguro,sure
SGRD,sagrado,sacred
SGRDD,seguridad,security
SGRMNT,seguramente,surely
SJT,sujeto,subject
SK,sueco,Swedish
SKNDR,secundario,secondary
SKRFKR,sacrificar,sacrifice
SKRFZ,sacrificio,sacrifice
SKRT,secreto,secret
SKRTR,secretario,secretary
SLD,salud,health
SLD,saludo,greeting
SLD,sólido,solid
SLDD,soldado,soldier
SLDD,soledad,loneliness
SLDR,saludar,greet
SLDRDD,solidaridad,solidarity
SLDVL,saludable,healthy
SLNZ,silencio,silence
SLR,salario,salary
SLR,solar,solar
SLV,saliva,saliva
SLV,salvo,except
SLVZN,salvación,salvation
SLXN,selección,selection
SLXNR,seleccionar,select
SLZN,solución,solution
SLZNR,solucionar,solve
SLZTD,solicitud,request
SM,suma,sum
SMLR,similar,similar
SMNL,semanal,weekly
SMNR,seminario,seminar
SMNSTR,suministrar,supply
SMNSTR,suministro,supply
SMPL,simple,simple
SMPLMN,simplemente,simply
SMRJR,sumergir,submerge
SMTR,someter,subdue
SMVL,símbolo,symbol
SND,senado,senate
SND,sonido,sound
SNDR,senador,senator
SNDRM,síndrome,syndrome
SNGLR,singular,singular
SNR,sonoro,sonorous
SNSVL,sensible,sensitive
SNSVLD,sensibilidad,sensitivity
SNSZN,sensación,sensation
SNTD,sentido,sense
SNTM,síntoma,symptom
SNTNZ,sentencia,sentence
SNTNZR,sentenciar,sentence
SNTSS,síntesis,synthesis
SNZNR,sancionar,sanction
SNZR,sincero,sincere
SNZRMN,sinceramente,sincerely
SPRFZ,superficie,surface
SPRFZL,superficial,superficial
SPRM,supremo,supreme
SPRMR,suprimir,suppress
SPRR,separar,separate
SPRR,superior,superior
SPRZN,separación,separation
SPTMVR,septiembre,September
SR,serie,series
SR,serio,serious
SRDD,seriedad,seriousness
SRJNT,sargento,sergeant
SRN,sirena,siren
SRVDR,servidor,server
SRVR,servir,serve
SRVZ,servicio,service
SSPNDR,suspender,suspend
SSPNSN,suspensión,suspension
SSTM,sistema,system
SSTNR,sostener,sustain
SSTNZ,sustancia,substance
SSTTR,sustituir,substitute
ST,sitio,site
STL,sutil,subtle
STLT,satélite,satellite
STR,situar,situate
STSFKT,satisfactorio,satisfactory
STSFXN,satisfacción,satisfaction
STSFZR,satisfacer,satisfy
STZN,situación,situation
SVD,sábado,Saturday
SVR,severo,severe
SVRN,soberanía,sovereignty
SVRPSR,sobrepasar,surpass
SVRVVR,sobrevivir,survive
SVST,subasta,auction
SVTRRN,subterráneo,underground
SX,sexo,sex
SXL,sexual,sexual
SXN,sección,section
SXT,sexto,sixth
SZ,socio,partner
SZ,suizo,Swiss
SZD,suicidio,suicide
SZDD,sociedad,society
SZL,social,social
SZLSM,socialismo,socialism
SZLST,socialista,socialist
SZSR,sucesor,successor
T,té,tea
TGR,tigre,tiger
TKLD,teclado,keyboard
TKNK,técnica,technique
TKNK,técnico,technician
TKNLJ,tecnología,technology
TKNLJK,tecnológico,technological
TLFN,teléfono,telephone
TLJ,teología,theology
TLNT,talento,talent
TLRNZ,tolerancia,tolerance
TLRR,tolerar,tolerate
TLVSN,televisión,television
TLVSR,televisor,TV
TMPL,templo,temple
TMPRL,temporal,temporary
TMPRTR,temperatura,temperature
TMR,tumor,tumor
TMT,tomate,tomato
TMV,tumba,tomb
TMVLR,temblor,tremor
TN,tono,tone
TNDNZ,tendencia,tendency
TNK,tanque,tank
TNL,túnel,tunnel
TNLD,tonelada,ton
TNNT,teniente,lieutenant
TNS,tenis,tennis
TNSN,tensión,tension
TNTR,tentar,tempt
TNTZN,tentación,temptation
TP,tipo,type
TPK,típico,typical
TR,teoría,theory
TRDXN,traducción,translation
TRDZN,tradición,tradition
TRDZNL,tradicional,traditional
TRDZR,traducir,translate
TRF,tarifa,tariff
TRFK,tráfico,traffic
TRJD,tragedia,tragedy
TRJT,tarjeta,card
TRK,teórico,theoretical
TRK,turco,Turkish
TRMK,térmico,thermal
TRMN,término,term
TRMNL,terminal,terminal
TRN,torneo,tournament
TRN,tren,train
TRN,trono,throne
TRNF,triunfo,triumph
TRNFR,triunfar,succeed
TRNGL,triángulo,triangle
TRNSFR,transferir,transfer
TRNSFR,transformación,transformation
TRNSFR,transformar,transform
TRNSMS,transmisión,transmission
TRNSMT,transmitir,transmit
TRNSPR,transparente,transparent
TRNSPR,transportar,transport
TRNSPR,transporte,transport
TRNST,tránsito,transit
TRNSTR,transitar,travel
TRNSXN,transacción,transaction
TRNSZN,transición,transition
TRNV,tranvía,tram
TRP,terapia,therapy
TRPKL,tropical,tropical
TRR,torre,tower
TRRN,terreno,terrain
TRRR,terror,terror
TRRRSM,terrorismo,terrorism
TRRRST,terrorista,terrorist
TRRSTR,terrestre,terrestrial
TRRTR,territorio,territory
TRRTRL,territorial,territorial
TRRVL,terrible,terrible
TRRZ,terraza,terrace
TRSLDR,trasladar,relocate
TRSM,turismo,tourism
TRST,turista,tourist
TRTMNT,tratamiento,treatment
TRTR,tortura,torture
TRTRR,torturar,torture
TRVNL,tribunal,court
TRYKT,trayecto,journey
TRZ,tercio,third
TRZN,traición,treason
TRZR,tercero,third
TRZR,trazar,trace
TSR,tesoro,treasure
TSS,tesis,thesis
TSTMN,testimonio,testimony
TSTMNT,testamento,testament
TTL,total,total
TTL,título,title
TTLDD,totalidad,entirety
TTLMNT,totalmente,totally
TTLR,titular,headline
TTR,teatro,theater
TV,tubo,tube
TVK,tabaco,tobacco
TX,taxi,taxi
ULTM,último,last
UMDD,humedad,humidity
UMLDD,humildad,humility
UMN,humano,human
UMNDD,humanidad,humanity
UMR,humor,humor
UMYR,humillar,humiliate
UNDD,unidad,unit
UNFRM,uniforme,uniform
UNK,único,unique
UNN,unión,union
UNR,unir,join
UNVRS,universo,universe
UNVRSD,universidad,university
UNVRSL,universal,universal
UNVRST,universitario,university
URJNT,urgente,urgent
URJNZ,urgencia,urgency
US,uso,use
USD,usado,used
USR,usar,use
USR,usuario,user
UTL,útil,useful
UTLDD,utilidad,usefulness
UTLZR,utilizar,utilize
UTLZZN,utilización,utilization
UVKZN,ubicación,location
V,vía,route
VGRF,biografía,biography
VI,bahía,bay
VIKL,vehículo,vehicle
VJLNZ,vigilancia,surveillance
VJLR,vigilar,monitor
VJTL,vegetal,vegetable
VJTZN,vegetación,vegetation
VKN,vacuna,vaccine
VKTM,víctima,victim
VKTR,bacteria,bacteria
VKTR,victoria,victory
VKZNS,vacaciones,vacation
VL,velo,veil
VLD,válido,valid
VLGR,vulgar,vulgar
VLJ,biología,biology
VLJK,biológico,biological
VLK,bloque,block
VLKN,balcón,balcony
VLKN,volcán,volcano
VLKR,bloquear,block
VLMN,volumen,volume
VLN,violín,violin
VLNRVL,vulnerable,vulnerable
VLNT,violento,violent
VLNTR,voluntario,volunteer
VLNZ,balance,balance
VLNZ,violencia,violence
VLR,valor,value
VLR,violar,violate
VLRR,valorar,value
VLS,valioso,valuable
VLVN,boliviano,Bolivian
VLZ,veloz,fast
VLZDD,velocidad,speed
VLZN,violación,rape
VMV,bomba,bomb
VN,vena,vein
VND,banda,band
VNDR,bandera,flag
VNDZN,bendición,blessing
VNFZ,beneficio,benefit
VNT,venta,sale
VNTJ,ventaja,advantage
VNZLN,venezolano,Venezuelan
VPR,vapor,steam
VR,bar,bar
VRDD,variedad,variety
VRFKR,verificar,verify
VRJN,virgen,virgin
VRNZ,bronce,bronze
VRR,variar,vary
VRRK,barroco,baroque
VRS,verso,verse
VRS,virus,virus
VRSLNY,brasileño,Brazilian
VRSN,versión,version
VRT,bruto,gross
VRTD,virtud,virtue
VRTKL,vertical,vertical
VRTL,brutal,brutal
VRTR,verter,pour
VRV,breve,brief
VRV,verbo,verb
VRVL,variable,variable
VRVL,verbal,verbal
VRVR,bárbaro,barbarian
VRYNT,brillante,brilliant
VS,base,base
VSL,visual,visual
VSN,visión,vision
VSR,basar,base
VST,bestia,beast
VST,vasto,vast
VST,visita,visit
VST,vista,view
VSTNT,visitante,visitor
VSTR,visitar,visit
VSVL,visible,visible
VT,voto,vote
VTL,vital,vital
VTMN,vitamina,vitamin
VTN,botón,button
VTR,batería,battery
VTR,votar,vote
VTY,batalla,battle
VTY,botella,bottle
VTZN,votación,voting
VTZR,bautizar,baptize
VV,bebé,baby
VVD,bóveda,vault
VVLTK,biblioteca,library
VVRR,vibrar,vibrate
VVRZN,vibración,vibration
VY,villa,villa
VYT,ballet,ballet
VZ,vicio,vice
VZKLT,bicicleta,bicycle
XK,cheque,check
XKLT,chocolate,chocolate
XLN,chileno,Chilean
XMN,chimenea,chimney
XN,chino,Chinese
ZDR,ceder,yield
ZGRR,cigarro,cigar
ZGRRY,cigarrillo,cigarette
ZKL,ciclo,cycle
ZLL,célula,cell
ZLVR,célebre,famous
ZLVRR,celebrar,celebrate
ZLVRZN,celebración,celebration
ZMNT,cemento,cement
ZMNTR,cementerio,cemetery
ZN,cine,cinema
ZN,zona,zone
ZNSR,censura,censorship
ZNTFK,científico,scientist
ZNTMTR,centímetro,centimeter
ZNTR,centro,center
ZNTRL,central,central
ZNTRR,centrar,center
ZNZ,ciencia,science
ZR,cero,zero
ZRJ,cirugía,surgery
ZRK,circo,circus
ZRKL,círculo,circle
ZRKLR,circular,circular
ZRKLZN,circulación,circulation
ZRKNST,circunstancia,circumstance
ZRMK,cerámica,ceramic
ZRMN,ceremonia,ceremony
ZRR,cierre,closure
ZRT,cierto,certain
ZRTFKD,certificado,certificate
ZRTZ,certeza,certainty
ZRVR,cerebro,brain
ZRVRL,cerebral,cerebral
ZSR,cesar,cease
ZTR,citar,quote
ZVL,civil,civil
ZVLZZN,civilización,civilization
