word,metaphone,translation
cuarenta,KRNT,forty
carnaval,KRNVL,carnival
cariñoso,KRNYS,affectionate
creencia,KRNZ,belief
cuerpo,KRP,body
corporal,KRPRL,corporal
corporación,KRPRZN,corporation
carpeta,KRPT,folder
carro,KRR,car
correo,KRR,mail
crear,KRR,create
creer,KRR,believe
criar,KRR,raise
curar,KRR,heal
querer,KRR,want
corredor,KRRDR,corridor
corregir,KRRJR,correct
correcto,KRRKT,correct
corral,KRRL,corral
corriente,KRRNT,current
corrupción,KRRPZN,corruption
carrera,KRRR,career
correr,KRRR,run
carretera,KRRTR,road
corrección,KRRXN,correction
curioso,KRS,curious
curso,KRS,course
curiosidad,KRSDD,curiosity
crisis,KRSS,crisis
cristal,KRSTL,glass
cristiano,KRSTN,Christian
cristianismo,KRSTNS,Christianity
carta,KRT,letter
corte,KRT,cut
corto,KRT,short
cuarto,KRT,room
crítica,KRTK,criticism
crítico,KRTK,critic
criticar,KRTKR,criticize
cartel,KRTL,poster
cuartel,KRTL,barracks
cartón,KRTN,cardboard
cortina,KRTN,curtain
cartera,KRTR,wallet
cortar,KRTR,cut
criatura,KRTR,creature
criterio,KRTR,criterion
creatividad,KRTVDD,creativity
corteza,KRTZ,bark
curva,KRV,curve
carbono,KRVN,carbon
carbón,KRVN,coal
corbata,KRVT,tie
caricia,KRZ,caress
cruce,KRZ,crossing
cruz,KRZ,cross
cruzado,KRZD,crusader
cárcel,KRZL,jail
crecimiento,KRZMNT,growth
corazón,KRZN,heart
creación,KRZN,creation
carecer,KRZR,lack
crecer,KRZR,grow
cruzar,KRZR,cross
caos,KS,chaos
casa,KS,house
casi,KS,almost
caso,KS,case
causa,KS,cause
cosa,KS,thing
queso,KS,cheese
casado,KSD,married
casco,KSK,helmet
casualidad,KSLDD,coincidence
casar,KSR,marry
causar,KSR,cause
coser,KSR,sew
costa,KST,coast
castigo,KSTG,punishment
castigar,KSTGR,punish
costumbre,KSTMVR,custom
cuestión,KSTN,question
costar,KSTR,cost
costoso,KSTS,costly
castillo,KSTY,castle
castellano,KSTYN,Castilian
cosecha,KSX,harvest
cuota,KT,quota
quieto,KT,still
catedral,KTDRL,cathedral
categoría,KTGR,category
catálogo,KTLG,catalog
católico,KTLK,Catholic
cuatro,KTR,four
quitar,KTR,remove
catorce,KTRZ,fourteen
catástrofe,KTSTRF,catastrophe
cabo,KV,cape
cueva,KV,cave
cable,KVL,cable
cubano,KVN,Cuban
cobre,KVR,copper
cubrir,KVRR,cover
quebrar,KVRR,break
cubierta,KVRT,cover
cubierto,KVRT,covered
caballo,KVY,horse
cabello,KVY,hair
caballero,KVYR,gentleman
cabellera,KVYR,mane
cabeza,KVZ,head
cabecera,KVZR,header
coche,KX,car
cuchillo,KXY,knife
calle,KY,street
cuello,KY,neck
cuyo,KY,whose
callar,KYR,silence
collar,KYR,necklace
caza,KZ,hunt
cazador,KZDR,hunter
cocina,KZN,kitchen
cocinar,KZNR,cook
cazar,KZR,hunt
quizás,KZS,maybe
la,L,the
le,L,him
lo,L,it
lado,LD,side
líder,LDR,leader
ladrón,LDRN,thief
ladrillo,LDRY,brick
liderazgo,LDRZG,leadership
lago,LG,lake
liga,LG,league
luego,LG,then
legal,LGL,legal
laguna,LGN,lagoon
ligar,LGR,link
lugar,LGR,place
lágrima,LGRM,tear
lograr,LGRR,achieve
lujo,LJ,luxury
lógica,LJK,logic
lógico,LJK,logical
lejano,LJN,distant
ligero,LJR,light
ligeramente,LJRMNT,slightly
lejos,LJS,far
legislación,LJSLZN,legislation
legítimo,LJTM,legitimate
loco,LK,crazy
líquido,LKD,liquid
local,LKL,local
localidad,LKLDD,locality
localizar,LKLZR,locate
locura,LKR,madness
lector,LKTR,reader
lectura,LKTR,reading
lealtad,LLTD,loyalty
lomo,LM,loin
limón,LMN,lemon
lámina,LMN,sheet
luminoso,LMNS,bright
lamento,LMNT,lament
lamentar,LMNTR,lament
limpio,LMP,clean
limpiar,LMPR,clean
lámpara,LMPR,lamp
limpieza,LMPZ,cleaning
límite,LMT,limit
limitado,LMTD,limited
limitar,LMTR,limit
limitación,LMTZN,limitation
lana,LN,wool
león,LN,lion
luna,LN,moon
línea,LN,line
lindo,LND,cute
lengua,LNG,tongue
lenguaje,LNGJ,language
longitud,LNJTD,length
lunes,LNS,Monday
lente,LNT,lens
lento,LNT,slow
lentamente,LNTMNT,slowly
lingüístico,LNUSTK,linguistic
leña,LNY,firewood
lienzo,LNZ,canvas
lanzamiento,LNZMNT,launch
lanzar,LNZR,launch
lápiz,LPZ,pencil
leer,LR,read
largo,LRG,long
las,LS,the
les,LS,them
liso,LS,smooth
los,LS,the
lista,LST,list
listo,LST,ready
lástima,LSTM,pity
lata,LT,can
latino,LTN,Latino
latín,LTN,Latin
latir,LTR,beat
letra,LTR,letter
litro,LTR,liter
literario,LTRR,literary
literatura,LTRTR,literature
labio,LV,lip
leve,LV,slight
lobo,LV,wolf
levantar,LVNTR,raise
lavar,LVR,wash
libra,LVR,pound
libre,LVR,free
libro,LVR,book
liberal,LVRL,liberal
laberinto,LVRNT,labyrinth
liberar,LVRR,free
librar,LVRR,release
librería,LVRR,bookstore
laboratorio,LVRTR,laboratory
liberación,LVRZN,liberation
leche,LX,milk
lecho,LX,bed
lucha,LX,fight
lección,LXN,lesson
luchar,LXR,fight
leyenda,LYND,legend
lazo,LZ,tie
luz,LZ,light
licencia,LZNZ,license
licenciar,LZNZR,license
lucir,LZR,shine
me,M,me
mi,M,my
mí,M,me
mía,M,mine
mío,M,mine
media,MD,stocking
medio,MD,means
miedo,MD,fear
moda,MD,fashion
modo,MD,way
mudo,MD,mute
medida,MDD,measure
mediodía,MDD,noon
modificar,MDFKR,modify
modificación,MDFKZN,modification
médico,MDK,doctor
medicamento,MDKMNT,medicine
modelo,MDL,model
medianoche,MDNX,midnight
madera,MDR,wood
madre,MDR,mother
maduro,MDR,mature
medir,MDR,measure
mudar,MDR,move
madrugada,MDRGD,dawn
madrileño,MDRLNY,Madrilenian
moderno,MDRN,modern
madurar,MDRR,mature
madurez,MDRZ,maturity
modesto,MDST,modest
meditar,MDTR,meditate
mediterráneo,MDTRRN,Mediterranean
meditación,MDTZN,meditation
medieval,MDVL,medieval
medalla,MDY,medal
medicina,MDZN,medicine
medición,MDZN,measurement
magnífico,MGNFK,magnificent
magnitud,MGNTD,magnitude
magnético,MGNTK,magnetic
magia,MJ,magic
mojado,MJD,wet
mágico,MJK,magical
mejor,MJR,better
mejora,MJR,improvement
mojar,MJR,wet
mujer,MJR,woman
mejorar,MJRR,improve
magistrado,MJSTRD,magistrate
mejilla,MJY,cheek
mueca,MK,grimace
máquina,MKN,machine
mecánica,MKNK,mechanics
mecánico,MKNK,mechanic
mecanismo,MKNSM,mechanism
maquillaje,MKYJ,makeup
mal,ML,bad
malo,ML,bad
miel,ML,honey
mil,ML,thousand
melodía,MLD,melody
molde,MLD,mold
maldad,MLDD,evil
maldecir,MLDZR,curse
milagro,MLGR,miracle
molécula,MLKL,molecule
milenio,MLN,millennium
melancolía,MLNKL,melancholy
molesto,MLST,annoyed
molestar,MLSTR,bother
maleta,MLT,suitcase
multa,MLT,fine
multiplicar,MLTPLK,multiply
militar,MLTR,military
multitud,MLTTD,crowd
mamá,MM,mom
mamífero,MMFR,mammal
momento,MMNT,moment
memoria,MMR,memory
miembro,MMVR,member
mano,MN,hand
menú,MN,menu
mina,MN,mine
mono,MN,monkey
mando,MND,control
menudo,MND,often
moneda,MND,coin
mundo,MND,world
mundial,MNDL,global
mandar,MNDR,send
mandato,MNDT,mandate
manifestar,MNFSTR,manifest
manifestación,MNFSTZ,demonstration
manga,MNG,sleeve
mango,MNG,mango
monja,MNJ,nun
manejar,MNJR,handle
manual,MNL,manual
mínimo,MNM,minimum
monumento,MNMNT,monument
monopolio,MNPL,monopoly
manipular,MNPLR,manipulate
manipulación,MNPLZN,manipulation
manera,MNR,manner
menor,MNR,younger
minero,MNR,miner
minoría,MNR,minority
monarca,MNRK,monarch
monarquía,MNRK,monarchy
mineral,MNRL,mineral
menos,MNS,less
mensaje,MNSJ,message
manuscrito,MNSKRT,manuscript
mensual,MNSL,monthly
ministerio,MNSTR,ministry
ministro,MNSTR,minister
monasterio,MNSTR,monastery
monstruo,MNSTR,monster
manta,MNT,blanket
manto,MNT,mantle
mente,MNT,mind
minuto,MNT,minute
monte,MNT,mountain
mental,MNTL,mental
montón,MNTN,heap
mantener,MNTNR,maintain
montaña,MNTNY,mountain
montañoso,MNTNYS,mountainous
mentir,MNTR,lie
mentira,MNTR,lie
mientras,MNTRS,while
mancha,MNX,stain
muñeca,MNYK,doll
mañana,MNYN,morning
manzana,MNZN,apple
mención,MNZN,mention
mencionar,MNZNR,mention
municipio,MNZP,municipality
municipal,MNZPL,municipal
mapa,MP,map
mar,MR,sea
marea,MR,tide
mero,MR,mere
muro,MR,wall
marido,MRD,husband
mierda,MRD,shit
mirada,MRD,gaze
morder,MRDR,bite
margen,MRJN,margin
marca,MRK,brand
marco,MRK,frame
mercado,MRKD,market
miércoles,MRKLS,Wednesday
marcar,MRKR,mark
moral,MRL,moral
mármol,MRML,marble
marino,MRN,marine
moreno,MRN,brunette
mariposa,MRPS,butterfly
mirar,MRR,look
morir,MRR,die
muerte,MRT,death
muerto,MRT,dead
mortal,MRTL,mortal
martes,MRTS,Tuesday
maravilla,MRVY,marvel
maravilloso,MRVYS,marvelous
marcha,MRX,march
marchar,MRXR,march
muralla,MRY,wall
marzo,MRZ,March
merced,MRZD,mercy
merecer,MRZR,deserve
mas,MS,but
masa,MS,mass
mes,MS,month
mesa,MS,table
mis,MS,my
misa,MS,mass
museo,MS,museum
más,MS,more
mosca,MSK,fly
música,MSK,music
músico,MSK,musician
musical,MSKL,musical
músculo,MSKL,muscle
masculino,MSKLN,masculine
muscular,MSKLR,muscular
máscara,MSKR,mask
muslo,MSL,thigh
musulmán,MSLMN,Muslim
mismo,MSM,same
misión,MSN,mission
miseria,MSR,misery
misericordia,MSRKRD,mercy
miserable,MSRVL,miserable
maestro,MSTR,teacher
misterio,MSTR,mystery
muestra,MSTR,sample
mostrar,MSTRR,show
misterioso,MSTRS,mysterious
meta,MT,goal
mito,MT,myth
moto,MT,motorcycle
mitad,MTD,half
método,MTD,method
metodología,MTDLJ,methodology
metal,MTL,metal
matemática,MTMTK,mathematics
matemático,MTMTK,mathematical
matar,MTR,kill
materia,MTR,matter
meter,MTR,put
metro,MTR,meter
motor,MTR,engine
material,MTRL,material
matrimonio,MTRMN,marriage
motivo,MTV,reason
motivar,MTVR,motivate
motivación,MTVZN,motivation
matiz,MTZ,nuance
mueble,MVL,furniture
móvil,MVL,mobile
movilidad,MVLDD,mobility
movimiento,MVMNT,movement
macho,MX,male
mucho,MX,much
mexicano,MXKN,Mexican
máximo,MXM,maximum
muchacha,MXX,girl
muchacho,MXX,boy
mayo,MY,May
muy,MY,very
millón,MYN,million
mayor,MYR,greater
mayoría,MYR,majority
maíz,MZ,corn
mozo,MZ,waiter
mezcla,MZKL,mixture
mezclar,MZKLR,mix
ni,N,nor
no,N,no
nada,ND,nothing
nadie,ND,nobody
nido,ND,nest
nudo,ND,knot
nadar,NDR,swim
negar,NGR,deny
negro,NGR,black
negativa,NGTV,refusal
negativo,NGTV,negative
negocio,NGZ,business
negociar,NGZR,negotiate
negociación,NGZZN,negotiation
núcleo,NKL,core
nuclear,NKLR,nuclear
nocturno,NKTRN,nocturnal
número,NMR,number
numeroso,NMRS,numerous
nombre,NMVR,name
nombramiento,NMVRMN,appointment
nombrar,NMVRR,name
nene,NN,baby
ninguno,NNGN,none
nunca,NNK,never
niña,NNY,girl
niño,NNY,boy
niñez,NNYZ,childhood
norma,NRM,norm
normal,NRML,normal
normalmente,NRMLMN,normally
naranja,NRNJ,orange
narrar,NRRR,narrate
narración,NRRZN,narration
noroeste,NRST,northwest
norte,NRT,north
nervio,NRV,nerve
nervioso,NRVS,nervous
nariz,NRZ,nose
nos,NS,us
nuestra,NSTR,our
nuestro,NSTR,our
nosotras,NSTRS,we
nosotros,NSTRS,we
nuestros,NSTRS,our
nieto,NT,grandson
nota,NT,note
notar,NTR,notice
natural,NTRL,natural
naturalmente,NTRLMN,naturally
naturaleza,NTRLZ,nature
nativo,NTV,native
notable,NTVL,notable
noticia,NTZ,news
nave,NV,ship
nieve,NV,snow
novia,NV,bride
novio,NV,groom
nube,NV,cloud
nueve,NV,nine
nuevo,NV,new
novedad,NVDD,novelty
navegar,NVGR,navigate
navegación,NVGZN,navigation
naval,NVL,naval
niebla,NVL,fog
nivel,NVL,level
noble,NVL,noble
novela,NVL,novel
nobleza,NVLZ,nobility
noviembre,NVMVR,November
noventa,NVNT,ninety
noche,NX,night
nacimiento,NZMNT,birth
nación,NZN,nation
noción,NZN,notion
nacional,NZNL,national
nacionalidad,NZNLDD,nationality
nacionalista,NZNLST,nationalist
nacer,NZR,beborn
necesidad,NZSDD,need
necesario,NZSR,necessary
necesitar,NZSTR,need
o,O,or
odio,OD,hatred
oído,OD,hearing
odiar,ODR,hate
ofender,OFNDR,offend
ofensiva,OFNSV,offensive
oferta,OFRT,offer
ofrecer,OFRZR,offer
oficial,OFZL,official
oficina,OFZN,office
hogar,OGR,home
hoja,OJ,leaf
ojo,OJ,eye
ojalá,OJL,hopefully
oculto,OKLT,hidden
ocultar,OKLTR,hide
ocupar,OKPR,occupy
ocupación,OKPZN,occupation
ocurrir,OKRRR,occur
ocasión,OKSN,occasion
octubre,OKTVR,October
hola,OL,hello
ola,OL,wave
olímpico,OLMPK,Olympic
holandés,OLNDS,Dutch
oler,OLR,smell
olor,OLR,smell
olvido,OLVD,oblivion
olvidar,OLVDR,forget
hombre,OMVR,man
hombro,OMVR,shoulder
hondo,OND,deep
onda,OND,wave
hongo,ONG,fungus
honor,ONR,honor
honrar,ONRR,honor
honesto,ONST,honest
once,ONZ,eleven
opinión,OPNN,opinion
opinar,OPNR,opine
ópera,OPR,opera
operar,OPRR,operate
oportuno,OPRTN,timely
oportunidad,OPRTND,opportunity
operación,OPRZN,operation
oposición,OPSZN,opposition
optimista,OPTMST,optimist
optar,OPTR,opt
opción,OPZN,option
hora,OR,hour
oro,OR,gold
oír,OR,hear
orden,ORDN,order
ordenador,ORDNDR,computer
ordenar,ORDNR,order
ordinario,ORDNR,ordinary
órgano,ORGN,organ
orgánico,ORGNK,organic
organismo,ORGNSM,organism
organizar,ORGNZR,organize
organización,ORGNZZ,organization
orgullo,ORGY,pride
orgulloso,ORGYS,proud
oreja,ORJ,ear
origen,ORJN,origin
original,ORJNL,original
originar,ORJNR,originate
orquesta,ORKST,orchestra
oral,ORL,oral
hormiga,ORMG,ant
hormona,ORMN,hormone
horno,ORN,oven
oriente,ORNT,east
oriental,ORNTL,eastern
orientar,ORNTR,orient
orientación,ORNTZN,orientation
horario,ORR,schedule
orar,ORR,pray
horror,ORRR,horror
horrible,ORRVL,horrible
órbita,ORVT,orbit
orilla,ORY,shore
oración,ORZN,sentence
horizonte,ORZNT,horizon
horizontal,ORZNTL,horizontal
os,OS,you
oso,OS,bear
oscuro,OSKR,dark
oscuridad,OSKRDD,darkness
oscurecer,OSKRZR,darken
hospital,OSPTL,hospital
oeste,OST,west
oscilar,OSZLR,oscillate
hotel,OTL,hotel
otoño,OTNY,autumn
otro,OTR,other
otorgar,OTRGR,grant
obedecer,OVDZR,obey
oveja,OVJ,sheep
objeto,OVJT,object
objetivo,OVJTV,objective
obligar,OVLGR,oblige
obligación,OVLGZN,obligation
obra,OVR,work
obrero,OVRR,worker
obispo,OVSP,bishop
observador,OVSRVD,observer
observar,OVSRVR,observe
observación,OVSRVZ,observation
obsesión,OVSSN,obsession
obstáculo,OVSTKL,obstacle
obtener,OVTNR,obtain
ocho,OX,eight
occidental,OXDNTL,western
oxígeno,OXJN,oxygen
ochenta,OXNT,eighty
hoy,OY,today
olla,OY,pot
océano,OZN,ocean
pie,P,foot
piedad,PDD,pity
padre,PDR,father
pedir,PDR,request
piedra,PDR,stone
poder,PDR,can
pudrir,PDRR,rot
poderoso,PDRS,powerful
pedazo,PDZ,piece
padecer,PDZR,suffer
pegar,PGR,hit
paja,PJ,straw
página,PJN,page
pájaro,PJR,bird
pico,PK,beak
poco,PK,little
pecado,PKD,sin
peculiar,PKLR,peculiar
pequeño,PKNY,small
pecar,PKR,sin
picar,PKR,sting
pacto,PKT,pact
paquete,PKT,package
palo,PL,stick
pelea,PL,fight
pelo,PL,hair
piel,PL,skin
pila,PL,battery
polo,PL,pole
pálido,PLD,pale
peligro,PLGR,danger
peligroso,PLGRS,dangerous
placa,PLK,plate
polaco,PLK,Polish
película,PLKL,movie
palma,PLM,palm
paloma,PLM,dove
plomo,PLM,lead
pluma,PLM,feather
pulmón,PLMN,lung
palmera,PLMR,palm-tree
plan,PLN,plan
plano,PLN,plan
pleno,PLN,full
planear,PLNR,plan
planeta,PLNT,planet
planta,PLNT,plant
plantar,PLNTR,plant
plantilla,PLNTY,template
plancha,PLNX,iron
pelear,PLR,fight
pulso,PLS,pulse
plástico,PLSTK,plastic
pelota,PLT,ball
piloto,PLT,pilot
plata,PLT,silver
plato,PLT,plate
política,PLTK,politics
político,PLTK,politician
polvo,PLV,dust
palabra,PLVR,word
playa,PLY,beach
palacio,PLZ,palace
plaza,PLZ,square
plazo,PLZ,term
policía,PLZ,police
placer,PLZR,pleasure
poema,PM,poem
pan,PN,bread
pena,PN,sorrow
peón,PN,pawn
piano,PN,piano
pino,PN,pine
pendiente,PNDNT,pending
pánico,PNK,panic
península,PNNSL,peninsula
poner,PNR,put
panorama,PNRM,panorama
pensamiento,PNSMNT,thought
pensar,PNSR,think
puente,PNT,bridge
punta,PNT,tip
punto,PNT,point
pantalón,PNTLN,pants
pintar,PNTR,paint
pintor,PNTR,painter
pintura,PNTR,painting
penetrar,PNTRR,penetrate
pantalla,PNTY,screen
puño,PNY,fist
pañuelo,PNYL,handkerchief
papa,PP,pope
papá,PP,dad
papel,PPL,paper
pupila,PPL,pupil
popular,PPLR,popular
par,PR,pair
para,PR,for
paro,PR,unemployment
peor,PR,worse
pero,PR,but
por,PR,by
puro,PR,pure
pared,PRD,wall
período,PRD,period
prado,PRD,meadow
perdido,PRDD,lost
pérdida,PRDD,loss
periódico,PRDK,newspaper
producto,PRDKT,product
productor,PRDKTR,producer
productividad,PRDKTV,productivity
perdonar,PRDNR,forgive
prudente,PRDNT,prudent
perder,PRDR,lose
periodismo,PRDSM,journalism
periodista,PRDST,journalist
producción,PRDXN,production
predecir,PRDZR,predict
producir,PRDZR,produce
perfecto,PRFKT,perfect
perfil,PRFL,profile
perfume,PRFM,perfume
profundo,PRFND,deep
profundidad,PRFNDD,depth
profundizar,PRFNDZ,deepen
preferencia,PRFRNZ,preference
preferir,PRFRR,prefer
profesión,PRFSN,profession
profesor,PRFSR,teacher
profeta,PRFT,prophet
perfección,PRFXN,perfection
perfeccionar,PRFXNR,perfect
pregunta,PRGNT,question
preguntar,PRGNTR,ask
programa,PRGRM,program
programar,PRGRMR,program
programación,PRGRMZ,programming
progreso,PRGRS,progress
prohibir,PRIVR,forbid
prohibición,PRIVZN,prohibition
pareja,PRJ,couple
perjudicar,PRJDKR,harm
prejuicio,PRJZ,prejudice
parque,PRK,park
porque,PRK,because
porqué,PRK,reason
proclamar,PRKLMR,proclaim
preocupar,PRKPR,worry
preocupación,PRKPZN,worry
procurar,PRKRR,seek
práctica,PRKTK,practice
práctico,PRKTK,practical
practicar,PRKTKR,practice
precaución,PRKZN,caution
perla,PRL,pearl
paralelo,PRLL,parallel
parlamento,PRLMNT,parliament
prolongar,PRLNGR,prolong
paralizar,PRLZR,paralyze
premio,PRM,prize
prima,PRM,cousin
primo,PRM,cousin
pirámide,PRMD,pyramid
permanente,PRMNNT,permanent
permanecer,PRMNZR,remain
primero,PRMR,first
permiso,PRMS,permission
promesa,PRMS,promise
parámetro,PRMTR,parameter
permitir,PRMTR,permit
prometer,PRMTR,promise
primavera,PRMVR,spring
promoción,PRMZN,promotion
peruano,PRN,Peruvian
pierna,PRN,leg
prenda,PRND,garment
prender,PRNDR,light
pronunciar,PRNNZR,pronounce
prensa,PRNS,press
pariente,PRNT,relative
pronto,PRNT,soon
principio,PRNZP,principle
príncipe,PRNZP,prince
principal,PRNZPL,main
principalmente,PRNZPL,mainly
princesa,PRNZS,princess
propio,PRP,own
párpado,PRPD,eyelid
propiedad,PRPDD,property
propaganda,PRPGND,propaganda
proponer,PRPNR,propose
preparado,PRPRD,prepared
preparar,PRPRR,prepare
preparación,PRPRZN,preparation
proporción,PRPRZN,proportion
propuesta,PRPST,proposal
propósito,PRPST,purpose
propietario,PRPTR,owner
parar,PRR,stop
parir,PRR,givebirth
perro,PRR,dog
parroquia,PRRK,parish
paraíso,PRS,paradise
presa,PRS,dam
prisa,PRS,hurry
prosa,PRS,prose
presidente,PRSDNT,president
presidir,PRSDR,preside
perseguir,PRSGR,pursue
persecución,PRSKZN,persecution
presumir,PRSMR,boast
persona,PRSN,person
presión,PRSN,pressure
prisión,PRSN,prison
personaje,PRSNJ,character
personal,PRSNL,personal
personalidad,PRSNLD,personality
presionar,PRSNR,press
prisionero,PRSNR,prisoner
presente,PRSNT,present
presentar,PRSNTR,present
presentir,PRSNTR,anticipate
presentación,PRSNTZ,presentation
presencia,PRSNZ,presence
perspectiva,PRSPKT,perspective
presupuesto,PRSPST,budget
persistir,PRSSTR,persist
prestigio,PRSTJ,prestige
préstamo,PRSTM,loan
prestar,PRSTR,lend
parte,PRT,part
parto,PRT,birth
puerta,PRT,door
puerto,PRT,port
partida,PRTD,match
partido,PRTD,party
portada,PRTD,cover
partidario,PRTDR,supporter
protagonista,PRTGNS,protagonist
portugués,PRTGS,Portuguese
proteger,PRTJR,protect
partícula,PRTKL,particle
particular,PRTKLR,particular
protector,PRTKTR,protector
portal,PRTL,portal
proteína,PRTN,protein
pretender,PRTNDR,intend
pertenecer,PRTNZR,belong
partir,PRTR,split
portero,PRTR,doorman
protesta,PRTST,protest
protección,PRTXN,protection
participar,PRTZPR,participate
participación,PRTZPZ,participation
prueba,PRV,test
privado,PRVD,private
provocar,PRVKR,provoke
privilegio,PRVLJ,privilege
problema,PRVLM,problem
prevenir,PRVNR,prevent
provincia,PRVNZ,province
prevención,PRVNZN,prevention
prever,PRVR,foresee
privar,PRVR,deprive
probar,PRVR,try
proveer,PRVR,provide
previsión,PRVSN,forecast
probable,PRVVL,probable
probabilidad,PRVVLD,probability
probablemente,PRVVLM,probably
provecho,PRVX,benefit
próximo,PRXM,next
proximidad,PRXMDD,proximity
proyecto,PRYKT,project
proyectar,PRYKTR,project
precio,PRZ,price
procedimiento,PRZDMN,procedure
precedente,PRZDNT,precedent
preceder,PRZDR,precede
proceder,PRZDR,proceed
parcial,PRZL,partial
porción,PRZN,portion
porcentaje,PRZNTJ,percentage
precipitar,PRZPTR,rush
precipitación,PRZPTZ,precipitation
percepción,PRZPZN,perception
parecer,PRZR,seem
precioso,PRZS,precious
preciso,PRZS,precise
proceso,PRZS,process
percibir,PRZVR,perceive
paseo,PS,stroll
pausa,PS,pause
país,PS,country
peso,PS,weight
poesía,PS,poetry
pues,PS,well
pasado,PSD,past
pesado,PSD,heavy
pesadilla,PSDY,nightmare
paisaje,PSJ,landscape
pasajero,PSJR,passenger
pesca,PSK,fishing
pescado,PSKD,fish
pescador,PSKDR,fisherman
psicólogo,PSKLG,psychologist
psicología,PSKLJ,psychology
psicológico,PSKLJK,psychological
pescar,PSKR,fish
pasión,PSN,passion
pasar,PSR,pass
pasear,PSR,stroll
pesar,PSR,weigh
pisar,PSR,step
poseer,PSR,possess
posesión,PSSN,possession
pasta,PST,pasta
pasto,PST,pasture
peseta,PST,peseta
pista,PST,clue
puesto,PST,position
pistola,PSTL,pistol
pestaña,PSTNY,eyelash
pastor,PSTR,shepherd
postre,PSTR,dessert
posterior,PSTRR,later
positivo,PSTV,positive
pasivo,PSV,passive
posible,PSVL,possible
posibilidad,PSVLDD,possibility
pasillo,PSY,hallway
piscina,PSZN,pool
posición,PSZN,position
pata,PT,paw
patio,PT,courtyard
pato,PT,duck
poeta,PT,poet
puta,PT,prostitute
patada,PTD,kick
poético,PTK,poetic
potencia,PTNZ,power
patria,PTR,homeland
petróleo,PTRL,oil
patrón,PTRN,pattern
petición,PTZN,request
pueblo,PVL,town
público,PVLK,public
publicar,PVLKR,publish
publicación,PVLKZN,publication
publicidad,PVLZDD,advertising
población,PVLZN,population
pobre,PVR,poor
pobreza,PVRZ,poverty
pecho,PX,chest
pillar,PYR,catch
paz,PZ,peace
pez,PZ,fish
pieza,PZ,piece
pozo,PZ,well
pacífico,PZFK,peaceful
paciente,PZNT,patient
paciencia,PZNZ,patience
río,R,river
radio,RD,radio
red,RD,network
rueda,RD,wheel
ruido,RD,noise
radical,RDKL,radical
ridículo,RDKL,ridiculous
redactar,RDKTR,draft
redondo,RDND,round
